,gnd,person,sameAs,forename,surname,dateOfDeath,dateOfBirth
1002,http://d-nb.info/gnd/116920289,"{'dateOfDeath': '25. Mai 1946', 'variantName': ['Werner Joh. Guggenheim', 'Werner Guggenheim'], 'forename': 'Werner Johannes', 'surname': 'Guggenheim', 'familialRelationship': [{'@id': 'http://d-nb.info/gnd/120571218', 'relationship': 'Sohn', 'preferredName': 'Thomas C. Guggenheim'}, {'@id': 'http://d-nb.info/gnd/153063998', 'relationship': 'Bruder', 'preferredName': 'Carl Guggenheim'}], 'professionOrOccupation': [{'@id': 'http://d-nb.info/gnd/4053309-8', '@value': 'Schriftsteller'}, {'@id': 'http://d-nb.info/gnd/4398838-6', '@value': 'Dramaturg'}, {'@id': 'http://d-nb.info/gnd/4061414-1', '@value': 'Übersetzer'}], 'placeOfDeath': {'@id': 'http://d-nb.info/gnd/4005762-8', '@value': 'Bern'}, 'dateOfBirth': '30. September 1895', 'gender': {'@id': 'http://d-nb.info/standards/vocab/gnd/gender#male', '@value': 'Mann'}, 'preferredName': 'Werner Johannes Guggenheim', 'placeOfBirth': {'@id': 'http://d-nb.info/gnd/4051594-1', '@value': 'Sankt Gallen'}}","[{'@id': 'http://toolserver.org/~authoritycontrol/redirect/gnd/de/116920289', 'publisher': {'icon': 'http://de.wikipedia.org/favicon.ico', 'name': 'Wikipedia (Deutsch)', 'abbr': 'WKPDE'}}, {'@id': 'http://viaf.org/viaf/17986117', 'publisher': {'icon': 'http://viaf.org/viaf/images/viaf.ico', 'name': 'VIAF - Virtual International Authority File', 'abbr': 'VIAF'}}, {'@id': 'http://www.hls-dhs-dss.ch/textes/d/D28207.php', 'publisher': {'icon': 'http://www.hls-dhs-dss.ch/favicon.ico', 'name': 'Historisches Lexikon der Schweiz (HLS)', 'abbr': 'CH_HLS'}}, {'@id': 'http://www.isni.org/0000000020553682', 'publisher': {'icon': 'http://www.isni.org/sites/default/files/isni_new_favicon.ico', 'name': 'International Standard Name Identifier (ISO 27729)', 'abbr': 'ISNI'}}]",Werner Johannes,Guggenheim,25. Mai 1946,30. September 1895
1003,http://d-nb.info/gnd/125805616,"{'dateOfDeath': '1945', 'forename': 'Simon', 'surname': 'Katzenstein', 'professionOrOccupation': [{'@id': 'http://d-nb.info/gnd/4029050-5', '@value': 'Jurist'}, {'@id': 'http://d-nb.info/gnd/4028781-6', '@value': 'Journalist'}], 'biographicalOrHistoricalInformation': 'war führendes Mitglied des Deutschen Arbeiter-Abstinentenbundes (DAAB) und Abgeordneter in der Verfassunggebenden Deutschen Nationalversammlung für die Sozialdemokratische Partei; 1935 nach Schweden emigriert; Dt. Jurist, Journalist und Politiker', 'depiction': {'image': 'http://upload.wikimedia.org/wikipedia/de/b/b6/WP_Katzenstein_Simon.jpg', 'url': 'https://de.wikipedia.org/wiki/Datei:WP_Katzenstein_Simon.jpg?uselang=de', 'thumbnail': 'https://de.wikipedia.org/wiki/Special:FilePath/WP_Katzenstein_Simon.jpg?width=270'}, 'gender': {'@id': 'http://d-nb.info/standards/vocab/gnd/gender#male', '@value': 'Mann'}, 'preferredName': 'Simon Katzenstein', 'dateOfBirth': '1868'}","[{'@id': 'http://toolserver.org/~authoritycontrol/redirect/gnd/de/125805616', 'publisher': {'icon': 'http://de.wikipedia.org/favicon.ico', 'name': 'Wikipedia (Deutsch)', 'abbr': 'WKPDE'}}, {'@id': 'http://viaf.org/viaf/263821481', 'publisher': {'icon': 'http://viaf.org/viaf/images/viaf.ico', 'name': 'VIAF - Virtual International Authority File', 'abbr': 'VIAF'}}]",Simon,Katzenstein,1945,1868
1004,http://d-nb.info/gnd/126304505,"{'periodOfActivity': '1934', 'preferredName': 'L. Alexander', 'surname': 'Alexander', 'forename': 'L.'}",,L.,Alexander,,
1005,http://d-nb.info/gnd/118567462,"{'forename': 'Jürgen', 'familialRelationship': [{'@id': 'http://d-nb.info/gnd/116577096', 'relationship': 'Vater', 'preferredName': 'Robert René Kuczynski'}, {'@id': 'http://d-nb.info/gnd/133487830', 'relationship': 'Ehefrau', 'preferredName': 'Marguerite Kuczynski'}, {'@id': 'http://d-nb.info/gnd/122262786', 'relationship': 'Sohn', 'preferredName': 'Thomas Kuczynski'}, {'@id': 'http://d-nb.info/gnd/118631500', 'relationship': 'Schwester', 'preferredName': 'Ruth Werner'}], 'professionOrOccupation': [{'@id': 'http://d-nb.info/gnd/4066533-1', '@value': 'Wirtschaftswissenschaftler'}], 'depiction': {'image': 'http://upload.wikimedia.org/wikipedia/commons/b/b0/Jürgen_Kuczynski_(1997)_by_Guenter_Prust.jpg', 'url': 'https://commons.wikimedia.org/wiki/File:Jürgen_Kuczynski_(1997)_by_Guenter_Prust.jpg?uselang=de', 'thumbnail': 'https://commons.wikimedia.org/wiki/Special:FilePath/Jürgen_Kuczynski_(1997)_by_Guenter_Prust.jpg?width=270'}, 'preferredName': 'Jürgen Kuczynski', 'gender': {'@id': 'http://d-nb.info/standards/vocab/gnd/gender#male', '@value': 'Mann'}, 'dateOfDeath': '6. August 1997', 'variantName': ['J. Kucynski', 'Jurgen Kuczynski', 'Peter Forster', 'Peter Förster', 'Pierre Olivier', 'James Turner', 'Yurugen Kuchinsukī', 'Ju. Kučinskij', 'I︠U︡. Kuchinskiĭ', '... Kuczynski-Heise', 'Jurgen Kučinskij', 'Juergen Kuczynski'], 'surname': 'Kuczynski', 'biographicalOrHistoricalInformation': 'Dt. Wirtschaftshistoriker, Philosoph', 'placeOfDeath': {'@id': 'http://d-nb.info/gnd/4005728-8', '@value': 'Berlin'}, 'placeOfBirth': {'@id': 'http://d-nb.info/gnd/4070734-9', '@value': 'Elberfeld'}, 'dateOfBirth': '17. September 1904'}","[{'@id': 'http://toolserver.org/~authoritycontrol/redirect/gnd/de/118567462', 'publisher': {'icon': 'http://de.wikipedia.org/favicon.ico', 'name': 'Wikipedia (Deutsch)', 'abbr': 'WKPDE'}}, {'@id': 'http://data.bnf.fr/12026693', 'publisher': {'icon': 'http://www.bnf.fr/bnf_dev/icono/favicon.ico', 'name': 'Bibliothèque nationale de France | National Library of France', 'abbr': 'BNF'}}, {'@id': 'http://id.loc.gov/authorities/names/n50048712', 'publisher': {'icon': 'http://www.loc.gov/favicon.ico', 'name': 'Library of Congress / NACO', 'abbr': 'LC'}}, {'@id': 'http://viaf.org/viaf/108195127', 'publisher': {'icon': 'http://viaf.org/viaf/images/viaf.ico', 'name': 'VIAF - Virtual International Authority File', 'abbr': 'VIAF'}}, {'@id': 'http://www.isni.org/0000000083463289', 'publisher': {'icon': 'http://www.isni.org/sites/default/files/isni_new_favicon.ico', 'name': 'International Standard Name Identifier (ISO 27729)', 'abbr': 'ISNI'}}]",Jürgen,Kuczynski,6. August 1997,17. September 1904
1006,http://d-nb.info/gnd/128335696,"{'placeOfActivity': [{'@id': 'http://d-nb.info/gnd/4005762-8', '@value': 'Bern'}, {'@id': 'http://d-nb.info/gnd/4058282-6', '@value': 'Stuttgart'}], 'dateOfDeath': '1982', 'variantName': ['Gustav Hanns Graber', 'Gustav H. Graber', 'G. H. Graber'], 'forename': 'Gustav Hans', 'surname': 'Graber', 'professionOrOccupation': [{'@id': 'http://d-nb.info/gnd/4047701-0', '@value': 'Psychologe'}, {'@id': 'http://d-nb.info/gnd/4176201-0', '@value': 'Psychoanalytiker'}, {'@id': 'http://d-nb.info/gnd/4047743-5', '@value': 'Psychotherapeut'}], 'preferredName': 'Gustav Hans Graber', 'dateOfBirth': '1893'}","[{'@id': 'http://toolserver.org/~authoritycontrol/redirect/gnd/de/128335696', 'publisher': {'icon': 'http://de.wikipedia.org/favicon.ico', 'name': 'Wikipedia (Deutsch)', 'abbr': 'WKPDE'}}, {'@id': 'http://id.loc.gov/authorities/names/n50035780', 'publisher': {'icon': 'http://www.loc.gov/favicon.ico', 'name': 'Library of Congress / NACO', 'abbr': 'LC'}}, {'@id': 'http://viaf.org/viaf/20732375', 'publisher': {'icon': 'http://viaf.org/viaf/images/viaf.ico', 'name': 'VIAF - Virtual International Authority File', 'abbr': 'VIAF'}}, {'@id': 'http://www.isni.org/0000000082052445', 'publisher': {'icon': 'http://www.isni.org/sites/default/files/isni_new_favicon.ico', 'name': 'International Standard Name Identifier (ISO 27729)', 'abbr': 'ISNI'}}]",Gustav Hans,Graber,1982,1893
1007,http://d-nb.info/gnd/116855304,"{'dateOfDeath': '30. November 1955', 'forename': 'Erich', 'surname': 'Grisar', 'professionOrOccupation': [{'@id': 'http://d-nb.info/gnd/4053309-8', '@value': 'Schriftsteller'}, {'@id': 'http://d-nb.info/gnd/4145258-6', '@value': 'Bibliothekar'}], 'biographicalOrHistoricalInformation': 'Dt. Schriftsteller und Bibliothekar', 'placeOfDeath': {'@id': 'http://d-nb.info/gnd/4012814-3', '@value': 'Dortmund'}, 'dateOfBirth': '11. September 1898', 'gender': {'@id': 'http://d-nb.info/standards/vocab/gnd/gender#male', '@value': 'Mann'}, 'preferredName': 'Erich Grisar', 'placeOfBirth': {'@id': 'http://d-nb.info/gnd/4012814-3', '@value': 'Dortmund'}}","[{'@id': 'http://toolserver.org/~authoritycontrol/redirect/gnd/de/116855304', 'publisher': {'icon': 'http://de.wikipedia.org/favicon.ico', 'name': 'Wikipedia (Deutsch)', 'abbr': 'WKPDE'}}, {'@id': 'http://id.loc.gov/authorities/names/no2013011142', 'publisher': {'icon': 'http://www.loc.gov/favicon.ico', 'name': 'Library of Congress / NACO', 'abbr': 'LC'}}, {'@id': 'http://viaf.org/viaf/277129577', 'publisher': {'icon': 'http://viaf.org/viaf/images/viaf.ico', 'name': 'VIAF - Virtual International Authority File', 'abbr': 'VIAF'}}, {'@id': 'http://www.isni.org/0000000384690987', 'publisher': {'icon': 'http://www.isni.org/sites/default/files/isni_new_favicon.ico', 'name': 'International Standard Name Identifier (ISO 27729)', 'abbr': 'ISNI'}}]",Erich,Grisar,30. November 1955,11. September 1898
1008,http://d-nb.info/gnd/126724008,"{'periodOfActivity': '1940', 'preferredName': 'Armin Keutner', 'surname': 'Keutner', 'forename': 'Armin'}","[{'@id': 'http://viaf.org/viaf/28072091', 'publisher': {'icon': 'http://viaf.org/viaf/images/viaf.ico', 'name': 'VIAF - Virtual International Authority File', 'abbr': 'VIAF'}}, {'@id': 'http://www.isni.org/0000000018647698', 'publisher': {'icon': 'http://www.isni.org/sites/default/files/isni_new_favicon.ico', 'name': 'International Standard Name Identifier (ISO 27729)', 'abbr': 'ISNI'}}]",Armin,Keutner,,
1009,http://d-nb.info/gnd/125842104,"{'variantName': ['J. Eugen Georg', 'J. Iwan Eugen Georg', 'Ivan Eugen Georg', 'I. E. Georg', 'J. E. Georg', 'Iwan Eugene Georg'], 'forename': 'Iwan Eugen', 'surname': 'Georg', 'periodOfActivity': '1934–1963', 'professionOrOccupation': [{'@id': 'http://d-nb.info/gnd/4003157-3', '@value': 'Arzt'}], 'biographicalOrHistoricalInformation': 'Arzt', 'preferredName': 'Iwan Eugen Georg'}",,Iwan Eugen,Georg,,
1010,http://d-nb.info/gnd/118575120,"{'dateOfDeath': '1982', 'variantName': ['Walther Lüthi'], 'forename': 'Walter', 'surname': 'Lüthi', 'professionOrOccupation': [{'@id': 'http://d-nb.info/gnd/4132592-8', '@value': 'Pfarrer'}, {'@id': 'http://d-nb.info/gnd/4130322-2', '@value': 'Prediger'}, {'@id': 'http://d-nb.info/gnd/4059756-8', '@value': 'Theologe'}], 'biographicalOrHistoricalInformation': 'Schweiz. Pfarrer und Prediger', 'preferredName': 'Walter Lüthi', 'dateOfBirth': '1901'}","[{'@id': 'http://toolserver.org/~authoritycontrol/redirect/gnd/de/118575120', 'publisher': {'icon': 'http://de.wikipedia.org/favicon.ico', 'name': 'Wikipedia (Deutsch)', 'abbr': 'WKPDE'}}, {'@id': 'http://data.bnf.fr/16203985', 'publisher': {'icon': 'http://www.bnf.fr/bnf_dev/icono/favicon.ico', 'name': 'Bibliothèque nationale de France | National Library of France', 'abbr': 'BNF'}}, {'@id': 'http://id.loc.gov/authorities/names/n84234062', 'publisher': {'icon': 'http://www.loc.gov/favicon.ico', 'name': 'Library of Congress / NACO', 'abbr': 'LC'}}, {'@id': 'http://viaf.org/viaf/110610664', 'publisher': {'icon': 'http://viaf.org/viaf/images/viaf.ico', 'name': 'VIAF - Virtual International Authority File', 'abbr': 'VIAF'}}, {'@id': 'http://www.hls-dhs-dss.ch/textes/d/D10743.php', 'publisher': {'icon': 'http://www.hls-dhs-dss.ch/favicon.ico', 'name': 'Historisches Lexikon der Schweiz (HLS)', 'abbr': 'CH_HLS'}}, {'@id': 'http://www.isni.org/0000000079806998', 'publisher': {'icon': 'http://www.isni.org/sites/default/files/isni_new_favicon.ico', 'name': 'International Standard Name Identifier (ISO 27729)', 'abbr': 'ISNI'}}]",Walter,Lüthi,1982,1901
1011,http://d-nb.info/gnd/128855029,"{'dateOfDeath': '1959', 'variantName': [""Dmytro Zacharovyč Manuil'skyj"", ""Dmitrij Z. Manuil'skij"", ""Dmitrij Zacharovič Manuil'skij"", ""Dmitrij Zachar'evič Manuil'skij"", ""Dmitrii Zakhar'evich Manuil'skii"", ""D. Z. Manuil'skii"", 'D. Z. Manuilsky', 'D. Manuilski', '... Manuilski', 'D. S. Manuilski', 'Dimitrij Zacharovič Manuilskij', 'Dmitrij Zacharovič Manuilski'], 'forename': 'Dmytro Z.', 'surname': ""Manuil'skyj"", 'professionOrOccupation': [{'@id': 'http://d-nb.info/gnd/4177943-5', '@value': 'Revolutionär'}, {'@id': 'http://d-nb.info/gnd/4046517-2', '@value': 'Politiker'}], 'biographicalOrHistoricalInformation': 'Ukrain. Revolutionär und Politiker', 'preferredName': ""Dmytro Z. Manuil'skyj"", 'dateOfBirth': '1883'}","[{'@id': 'http://toolserver.org/~authoritycontrol/redirect/gnd/de/128855029', 'publisher': {'icon': 'http://de.wikipedia.org/favicon.ico', 'name': 'Wikipedia (Deutsch)', 'abbr': 'WKPDE'}}, {'@id': 'http://en.wikipedia.org/wiki/Dmitry_Manuilsky', 'publisher': {'icon': 'http://en.wikipedia.org/favicon.ico', 'name': 'Wikipedia (Englisch)', 'abbr': 'WKP'}}, {'@id': 'http://id.loc.gov/authorities/names/n84159261', 'publisher': {'icon': 'http://www.loc.gov/favicon.ico', 'name': 'Library of Congress / NACO', 'abbr': 'LC'}}, {'@id': 'http://viaf.org/viaf/49271746', 'publisher': {'icon': 'http://viaf.org/viaf/images/viaf.ico', 'name': 'VIAF - Virtual International Authority File', 'abbr': 'VIAF'}}]",Dmytro Z.,Manuil'skyj,1959,1883
1012,http://d-nb.info/gnd/118903241,"{'dateOfDeath': '27. Februar 1955', 'forename': 'Robert', 'surname': 'Budzinski', 'professionOrOccupation': [{'@id': 'http://d-nb.info/gnd/4160532-9', '@value': 'Holzschneider'}, {'@id': 'http://d-nb.info/gnd/4176793-7', '@value': 'Radierer'}, {'@id': 'http://d-nb.info/gnd/4125173-8', '@value': 'Graphiker'}], 'biographicalOrHistoricalInformation': 'Dt. Schriftsteller, Graphiker u. Maler', 'placeOfDeath': {'@id': 'http://d-nb.info/gnd/4037446-4', '@value': 'Marburg'}, 'dateOfBirth': '5. April 1874', 'gender': {'@id': 'http://d-nb.info/standards/vocab/gnd/gender#male', '@value': 'Mann'}, 'preferredName': 'Robert Budzinski', 'placeOfBirth': {'@value': 'Klein Schläfken (Kreis Neidenburg)'}}","[{'@id': 'http://toolserver.org/~authoritycontrol/redirect/gnd/de/118903241', 'publisher': {'icon': 'http://de.wikipedia.org/favicon.ico', 'name': 'Wikipedia (Deutsch)', 'abbr': 'WKPDE'}}, {'@id': 'http://id.loc.gov/authorities/names/nr2004008099', 'publisher': {'icon': 'http://www.loc.gov/favicon.ico', 'name': 'Library of Congress / NACO', 'abbr': 'LC'}}, {'@id': 'http://viaf.org/viaf/74651666', 'publisher': {'icon': 'http://viaf.org/viaf/images/viaf.ico', 'name': 'VIAF - Virtual International Authority File', 'abbr': 'VIAF'}}, {'@id': 'http://www.isni.org/000000011673236X', 'publisher': {'icon': 'http://www.isni.org/sites/default/files/isni_new_favicon.ico', 'name': 'International Standard Name Identifier (ISO 27729)', 'abbr': 'ISNI'}}]",Robert,Budzinski,27. Februar 1955,5. April 1874
1013,http://d-nb.info/gnd/135722705,"{'dateOfDeath': '30. April 1928', 'variantName': ['Gu, Hongming', 'Ku Hung-Ming', 'Hung-ming Ku', 'Hung Ming Ku', 'Tangsheng Gu', ""T'ang-sheng Ku"", 'Kou Hong Ming', 'Han-pin-tu-i-che', 'Hanbinduyizhe', '鴻銘 辜', '辜鸿铭', '鸿铭 辜'], 'forename': 'Hongming', 'surname': 'Gu', 'professionOrOccupation': [{'@id': 'http://d-nb.info/gnd/4045790-4', '@value': 'Philosoph'}], 'gender': {'@id': 'http://d-nb.info/standards/vocab/gnd/gender#male', '@value': 'Mann'}, 'preferredName': 'Hongming Gu', 'dateOfBirth': '1857'}","[{'@id': 'http://data.bnf.fr/12259769', 'publisher': {'icon': 'http://www.bnf.fr/bnf_dev/icono/favicon.ico', 'name': 'Bibliothèque nationale de France | National Library of France', 'abbr': 'BNF'}}, {'@id': 'http://en.wikipedia.org/wiki/Gu_Hongming', 'publisher': {'icon': 'http://en.wikipedia.org/favicon.ico', 'name': 'Wikipedia (Englisch)', 'abbr': 'WKP'}}, {'@id': 'http://id.loc.gov/authorities/names/n85290756', 'publisher': {'icon': 'http://www.loc.gov/favicon.ico', 'name': 'Library of Congress / NACO', 'abbr': 'LC'}}, {'@id': 'http://viaf.org/viaf/22199483', 'publisher': {'icon': 'http://viaf.org/viaf/images/viaf.ico', 'name': 'VIAF - Virtual International Authority File', 'abbr': 'VIAF'}}]",Hongming,Gu,30. April 1928,1857
1014,http://d-nb.info/gnd/126627169,"{'periodOfActivity': '1934', 'preferredName': 'Peter Nicolas', 'surname': 'Nicolas', 'forename': 'Peter'}","[{'@id': 'http://viaf.org/viaf/77312949', 'publisher': {'icon': 'http://viaf.org/viaf/images/viaf.ico', 'name': 'VIAF - Virtual International Authority File', 'abbr': 'VIAF'}}]",Peter,Nicolas,,
1015,http://d-nb.info/gnd/116213205,"{'variantName': ['Klaus Bühler'], 'forename': 'Richard', 'surname': 'Kleineibst', 'periodOfActivity': '1933', 'preferredName': 'Richard Kleineibst', 'gender': {'@id': 'http://d-nb.info/standards/vocab/gnd/gender#male', '@value': 'Mann'}}","[{'@id': 'http://id.loc.gov/authorities/names/no2008041772', 'publisher': {'icon': 'http://www.loc.gov/favicon.ico', 'name': 'Library of Congress / NACO', 'abbr': 'LC'}}, {'@id': 'http://viaf.org/viaf/59830288', 'publisher': {'icon': 'http://viaf.org/viaf/images/viaf.ico', 'name': 'VIAF - Virtual International Authority File', 'abbr': 'VIAF'}}, {'@id': 'http://www.hls-dhs-dss.ch/textes/d/D28030.php', 'publisher': {'icon': 'http://www.hls-dhs-dss.ch/favicon.ico', 'name': 'Historisches Lexikon der Schweiz (HLS)', 'abbr': 'CH_HLS'}}, {'@id': 'http://www.isni.org/0000000072548084', 'publisher': {'icon': 'http://www.isni.org/sites/default/files/isni_new_favicon.ico', 'name': 'International Standard Name Identifier (ISO 27729)', 'abbr': 'ISNI'}}]",Richard,Kleineibst,,
1016,http://d-nb.info/gnd/121492869,"{'biographicalOrHistoricalInformation': 'Diss. Medizinische Fakultät', 'dateOfBirth': '1968', 'preferredName': 'Bernhard Kruse', 'surname': 'Kruse', 'forename': 'Bernhard'}","[{'@id': 'http://viaf.org/viaf/77172932', 'publisher': {'icon': 'http://viaf.org/viaf/images/viaf.ico', 'name': 'VIAF - Virtual International Authority File', 'abbr': 'VIAF'}}]",Bernhard,Kruse,,1968
1017,http://d-nb.info/gnd/140898670,"{'dateOfDeath': '18. Oktober 1950', 'variantName': ['Heinrich Rudolph Franz Banniza von Bazan', 'Heinrich Banniza von Bazan'], 'forename': 'Heinrich', 'surname': 'Banniza von Bazan', 'professionOrOccupation': [{'@id': 'http://d-nb.info/gnd/4025098-2', '@value': 'Historiker'}, {'@id': 'http://d-nb.info/gnd/4156581-2', '@value': 'Genealoge'}, {'@id': 'http://d-nb.info/gnd/4053309-8', '@value': 'Schriftsteller'}], 'placeOfDeath': {'@id': 'http://d-nb.info/gnd/4059279-0', '@value': 'Tecklenburg'}, 'dateOfBirth': '25. März 1904', 'preferredName': 'Heinrich Banniza von Bazan', 'placeOfBirth': {'@id': 'http://d-nb.info/gnd/4050042-1', '@value': 'Riga'}}","[{'@id': 'http://id.loc.gov/authorities/names/n2012061992', 'publisher': {'icon': 'http://www.loc.gov/favicon.ico', 'name': 'Library of Congress / NACO', 'abbr': 'LC'}}, {'@id': 'http://viaf.org/viaf/107870252', 'publisher': {'icon': 'http://viaf.org/viaf/images/viaf.ico', 'name': 'VIAF - Virtual International Authority File', 'abbr': 'VIAF'}}, {'@id': 'http://www.deutsche-biographie.de/pnd140898670.html', 'publisher': {'name': 'Historische Kommission bei der Bayerischen Akademie der Wissenschaften und Bundesarchiv', 'abbr': 'HKBAWB'}}, {'@id': 'http://www.isni.org/0000000110807017', 'publisher': {'icon': 'http://www.isni.org/sites/default/files/isni_new_favicon.ico', 'name': 'International Standard Name Identifier (ISO 27729)', 'abbr': 'ISNI'}}]",Heinrich,Banniza von Bazan,18. Oktober 1950,25. März 1904
1018,http://d-nb.info/gnd/118781383,"{'placeOfActivity': [{'@id': 'http://d-nb.info/gnd/4044660-8', '@value': 'Paris'}], 'forename': 'Curzio', 'professionOrOccupation': [{'@id': 'http://d-nb.info/gnd/4028781-6', '@value': 'Journalist'}, {'@id': 'http://d-nb.info/gnd/4053309-8', '@value': 'Schriftsteller'}, {'@id': 'http://d-nb.info/gnd/4012401-0', '@value': 'Diplomat'}], 'preferredName': 'Curzio Malaparte', 'placeOfBirth': {'@value': 'Prato'}, 'dateOfDeath': '1957', 'variantName': ['Kurzio Malaparte', 'Kurt Erich Suckert', 'Kurt Eric Suckert', 'K. E. Suckert', 'Kurt Suckert', 'Curt Erich Suckert', 'Curt Eric Suckert', 'C. E. Suckert', 'Curt Suckert', 'Curzio Suckert'], 'surname': 'Malaparte', 'biographicalOrHistoricalInformation': 'Ital. Journalist (auch Kriegsberichtserstatter), Schriftsteller und Diplomat', 'placeOfDeath': {'@id': 'http://d-nb.info/gnd/4050471-2', '@value': 'Rom'}, 'gender': {'@id': 'http://d-nb.info/standards/vocab/gnd/gender#male', '@value': 'Mann'}, 'dateOfBirth': '1898'}","[{'@id': 'http://toolserver.org/~authoritycontrol/redirect/gnd/de/118781383', 'publisher': {'icon': 'http://de.wikipedia.org/favicon.ico', 'name': 'Wikipedia (Deutsch)', 'abbr': 'WKPDE'}}, {'@id': 'http://beacon.findbuch.de/gnd-resolver/pw_imdb/http://beacon.findbuch.de/gnd-resolver/pw_imdb/118781383', 'publisher': {'icon': 'http://i.media-imdb.com/images/SFff39adb4d259f3c3fd166853a6714a32/desktop-favicon.ico', 'name': 'Internet Movie Database (IMDb)', 'abbr': 'IMDB'}}, {'@id': 'http://data.bnf.fr/11914063', 'publisher': {'icon': 'http://www.bnf.fr/bnf_dev/icono/favicon.ico', 'name': 'Bibliothèque nationale de France | National Library of France', 'abbr': 'BNF'}}, {'@id': 'http://en.wikipedia.org/wiki/Curzio_Malaparte', 'publisher': {'icon': 'http://en.wikipedia.org/favicon.ico', 'name': 'Wikipedia (Englisch)', 'abbr': 'WKP'}}, {'@id': 'http://id.loc.gov/authorities/names/n50041834', 'publisher': {'icon': 'http://www.loc.gov/favicon.ico', 'name': 'Library of Congress / NACO', 'abbr': 'LC'}}, {'@id': 'http://viaf.org/viaf/59086066', 'publisher': {'icon': 'http://viaf.org/viaf/images/viaf.ico', 'name': 'VIAF - Virtual International Authority File', 'abbr': 'VIAF'}}, {'@id': 'http://www.isni.org/0000000121347976', 'publisher': {'icon': 'http://www.isni.org/sites/default/files/isni_new_favicon.ico', 'name': 'International Standard Name Identifier (ISO 27729)', 'abbr': 'ISNI'}}, {'@id': 'http://www.isni.org/0000000368642547', 'publisher': {'icon': 'http://www.isni.org/sites/default/files/isni_new_favicon.ico', 'name': 'International Standard Name Identifier (ISO 27729)', 'abbr': 'ISNI'}}]",Curzio,Malaparte,1957,1898
1019,http://d-nb.info/gnd/116055200,"{'dateOfDeath': '1944', 'variantName': ['Berthold Karl Adolf von Deimling'], 'prefix': 'von', 'forename': 'Berthold', 'surname': 'Deimling', 'professionOrOccupation': [{'@id': 'http://d-nb.info/gnd/4132742-1', '@value': 'General'}], 'biographicalOrHistoricalInformation': 'Dt. General', 'depiction': {'image': 'http://upload.wikimedia.org/wikipedia/commons/8/8f/Berthold.jpg', 'url': 'https://commons.wikimedia.org/wiki/File:Berthold.jpg?uselang=de', 'thumbnail': 'https://commons.wikimedia.org/wiki/Special:FilePath/Berthold.jpg?width=270'}, 'gender': {'@id': 'http://d-nb.info/standards/vocab/gnd/gender#male', '@value': 'Mann'}, 'preferredName': 'Berthold von Deimling', 'dateOfBirth': '1853'}","[{'@id': 'http://toolserver.org/~authoritycontrol/redirect/gnd/de/116055200', 'publisher': {'icon': 'http://de.wikipedia.org/favicon.ico', 'name': 'Wikipedia (Deutsch)', 'abbr': 'WKPDE'}}, {'@id': 'http://data.bnf.fr/14886149', 'publisher': {'icon': 'http://www.bnf.fr/bnf_dev/icono/favicon.ico', 'name': 'Bibliothèque nationale de France | National Library of France', 'abbr': 'BNF'}}, {'@id': 'http://en.wikipedia.org/wiki/Berthold_von_Deimling', 'publisher': {'icon': 'http://en.wikipedia.org/favicon.ico', 'name': 'Wikipedia (Englisch)', 'abbr': 'WKP'}}, {'@id': 'http://id.loc.gov/authorities/names/no2007061527', 'publisher': {'icon': 'http://www.loc.gov/favicon.ico', 'name': 'Library of Congress / NACO', 'abbr': 'LC'}}, {'@id': 'http://viaf.org/viaf/35198164', 'publisher': {'icon': 'http://viaf.org/viaf/images/viaf.ico', 'name': 'VIAF - Virtual International Authority File', 'abbr': 'VIAF'}}, {'@id': 'http://www.deutsche-biographie.de/pnd116055200.html', 'publisher': {'name': 'Historische Kommission bei der Bayerischen Akademie der Wissenschaften und Bundesarchiv', 'abbr': 'HKBAWB'}}, {'@id': 'http://www.isni.org/0000000079904061', 'publisher': {'icon': 'http://www.isni.org/sites/default/files/isni_new_favicon.ico', 'name': 'International Standard Name Identifier (ISO 27729)', 'abbr': 'ISNI'}}]",Berthold,Deimling,1944,1853
1020,http://d-nb.info/gnd/117671908,"{'dateOfDeath': '1939', 'variantName': ['Guilelmo Liepmann', 'W. Liepmann'], 'forename': 'Wilhelm', 'surname': 'Liepmann', 'professionOrOccupation': [{'@id': 'http://d-nb.info/gnd/4003157-3', '@value': 'Arzt'}, {'@id': 'http://d-nb.info/gnd/4113816-8', '@value': 'Gynäkologe'}], 'placeOfDeath': {'@id': 'http://d-nb.info/gnd/4027821-9', '@value': 'Istanbul'}, 'dateOfBirth': '1878', 'gender': {'@id': 'http://d-nb.info/standards/vocab/gnd/gender#male', '@value': 'Mann'}, 'preferredName': 'Wilhelm Liepmann', 'placeOfBirth': {'@id': 'http://d-nb.info/gnd/4011039-4', '@value': 'Danzig'}}","[{'@id': 'http://id.loc.gov/authorities/names/no00087660', 'publisher': {'icon': 'http://www.loc.gov/favicon.ico', 'name': 'Library of Congress / NACO', 'abbr': 'LC'}}, {'@id': 'http://viaf.org/viaf/57398369', 'publisher': {'icon': 'http://viaf.org/viaf/images/viaf.ico', 'name': 'VIAF - Virtual International Authority File', 'abbr': 'VIAF'}}, {'@id': 'http://www.isni.org/0000000071033134', 'publisher': {'icon': 'http://www.isni.org/sites/default/files/isni_new_favicon.ico', 'name': 'International Standard Name Identifier (ISO 27729)', 'abbr': 'ISNI'}}]",Wilhelm,Liepmann,1939,1878
