row	authorFirstname	authorLastname	 X	GND	preferredName	yearOfBirth	yearOfDeath	placeOfBirth	placeOfDeath	professionOrOccupation	foaf_page	
4943	Walter	Bauer	 	http://d-nb.info/gnd/116086947	Bauer, Walter	1888	 	 	 	Theologe	 	DifferentiatedPerson
4943	Walter	Bauer	 	http://d-nb.info/gnd/123481104	Bauer, Walter Hermann	1893	1968	Arnstadt	 	Chemiker	http://de.wikipedia.org/wiki/Walter_Bauer_%28Chemiker%29	DifferentiatedPerson
4943	Walter	Bauer	 	http://d-nb.info/gnd/123495253	Bauer, Walter	1901	1969	Heilbronn	Fulda	Unternehmer | Volkswirt	 	DifferentiatedPerson
4943	Walter	Bauer	 	http://d-nb.info/gnd/118507362	Bauer, Walter	1904	1976	Merseburg	Toronto	Schriftsteller	http://de.wikipedia.org/wiki/Walter_Bauer_%28Schriftsteller%29	DifferentiatedPerson
4943	Walter	Bauer	 	http://d-nb.info/gnd/143690817	Bauer, Walter	1911	 	 	 	 	 	DifferentiatedPerson
4943	Walter	Bauer	 	http://d-nb.info/gnd/134553195	Weinberg-Bauer, Walter	 	 	 	 	Komponist	 	DifferentiatedPerson
4943	Walter	Bauer	 	http://d-nb.info/gnd/135018005	Bauer, Walter	 	 	 	 	Komponist	 	DifferentiatedPerson
4943	Walter	Bauer	 	http://d-nb.info/gnd/1036315886	Bauer, Walter	1898	1970	Hamburg	Hamburg	Kaufmann | Schriftsteller | Erzähler | Lyriker	 	DifferentiatedPerson
4943	Walter	Bauer	 	http://d-nb.info/gnd/1013803728	Bauer, Walter	 	 	 	 	Physiker	 	DifferentiatedPerson
4943	Walter	Bauer	 	http://d-nb.info/gnd/1014421241	Bauer, Walter	1902	 	Hamburg	 	 	 	DifferentiatedPerson
4950	Hippolyte Prosper Olivier	Lissagaray	 	http://d-nb.info/gnd/119068508	Lissagaray, Prosper Olivier	1838	1901	 	 	 	http://de.wikipedia.org/wiki/Prosper-Olivier_Lissagaray	DifferentiatedPerson
4959	Emilie	Schneider	 	http://d-nb.info/gnd/116823011	Schneider, Emilie	1820	1859	 	 	 	 	DifferentiatedPerson
4960	Charlot	Strasser	 	http://d-nb.info/gnd/118816594	Strasser, Charlot	1884	1950	Bern	Zürich	 	http://de.wikipedia.org/wiki/Charlot_Strasser	DifferentiatedPerson
4962	Robert	Planck	 	http://d-nb.info/gnd/14154791X	Planck, Robert H.	1902	1971	 	 	Kameramann	http://de.wikipedia.org/wiki/Robert_H._Planck	DifferentiatedPerson
4964	Walter	Mehring	 	http://d-nb.info/gnd/118579983	Mehring, Walter	1896	1981	Berlin	Zürich	Schriftsteller	http://de.wikipedia.org/wiki/Walter_Mehring	Pseudonym
4973	Ludwig	Quidde	 	http://d-nb.info/gnd/11874318X	Quidde, Ludwig	1858	1941	 	 	Historiker | Politiker	http://de.wikipedia.org/wiki/Ludwig_Quidde	DifferentiatedPerson
4973	Ludwig	Quidde	 	http://d-nb.info/gnd/139064478	Quidde, Ludwig August	1821	1885	 	 	Kaufmann	 	DifferentiatedPerson
4976	Walter	Kreiser	 	http://d-nb.info/gnd/133543064	Kreiser, Walter	1898	1959	 	 	Journalist	http://de.wikipedia.org/wiki/Walter_Kreiser	DifferentiatedPerson
4977	George, Sir [früher Baron]	Franckenstein	 									
4979	Karl	Hillmann	 	http://d-nb.info/gnd/172826861	Hillmann, Paul	1867	1937	 	Schwerin	Agrarwissenschaftler	http://de.wikipedia.org/wiki/Paul_Hillmann	DifferentiatedPerson
4980	Matthias	Braun	 	http://d-nb.info/gnd/118857169	Braun, Matthias Bernhard	1684	1738	Oetz	Prag	Bildhauer | Baumeister	http://de.wikipedia.org/wiki/Matthias_Bernhard_Braun	DifferentiatedPerson
4980	Matthias	Braun	 	http://d-nb.info/gnd/159314178	Braun, Matthias Klaus	 	 	 	 	Historiker	 	DifferentiatedPerson
4980	Matthias	Braun	 	http://d-nb.info/gnd/1015261272	Braun, Matthias Nikolaus	 	1737	 	 	Jurist	 	DifferentiatedPerson
4980	Matthias	Braun	 	http://d-nb.info/gnd/1019550759	Braun, Matthias	 	 	 	 	Jurist	 	DifferentiatedPerson
4980	Matthias	Braun	 	http://d-nb.info/gnd/101803241X	Braun, Matthias H. W.	 	 	 	 	 	 	DifferentiatedPerson
4980	Matthias	Braun	 	http://d-nb.info/gnd/1016676085	Braun, Matthias	 	 	 	 	Jurist	 	DifferentiatedPerson
4980	Matthias	Braun	 	http://d-nb.info/gnd/1019314451	Braun, Matthias	 	 	 	 	Informatiker	 	DifferentiatedPerson
4980	Matthias	Braun	 	http://d-nb.info/gnd/132864711	Braun, Jörg Matthias	 	 	 	 	Genealoge | Informatiker	 	DifferentiatedPerson
4980	Matthias	Braun	 	http://d-nb.info/gnd/141724110	Braun, Matthias	 	 	Mainz	 	 	 	DifferentiatedPerson
4980	Matthias	Braun	 	http://d-nb.info/gnd/1033620610	Braun, Matthias	 	 	Münster (Westf)	 	 	 	DifferentiatedPerson
4980	Matthias	Braun	 	http://d-nb.info/gnd/1036987221	Braun, Julius	1864	 	Viersen	 	Oberlehrer | Mathematiker	 	DifferentiatedPerson
4981	Siegbert	Neufeld	 	http://d-nb.info/gnd/138419396	Neufeld, Siegbert	1891	1971	 	 	Rabbiner | Historiker	 	DifferentiatedPerson
4982	Fritz Walter	Nielsen	 	http://d-nb.info/gnd/118587862	Nielsen, Frederic W.	1903	1996	Stuttgart	Freiburg im Breisgau	Schriftsteller	 	DifferentiatedPerson
4991	Hans	Sutter	 	http://d-nb.info/gnd/174319207	Sutter, Hans	1887	 	 	 	 	 	DifferentiatedPerson
4992	Robert	Weissmann	 	http://d-nb.info/gnd/188398481	Weißmann, Robert	 	 	 	 	 	 	DifferentiatedPerson
4993	Paul	Kampffmeyer	 	http://d-nb.info/gnd/116038365	Kampffmeyer, Paul	1864	1945	Berlin	Berlin-Wilhelmshagen	Schriftsteller | Publizist | Sozialdemokrat | Politiker	http://de.wikipedia.org/wiki/Paul_Kampffmeyer	DifferentiatedPerson
5007	Theodor	Lessing	 	http://d-nb.info/gnd/11872780X	Lessing, Theodor	1872	1933	Hannover	Marienbad	Philosoph | Publizist | Hochschullehrer | Lehrer | Arzt | Theaterkritiker	http://de.wikipedia.org/wiki/Theodor_Lessing	DifferentiatedPerson
5018	Paul	Brandt	 	http://d-nb.info/gnd/174188714	Brandt, Paul	 	 	 	 	 	 	DifferentiatedPerson
5018	Paul	Brandt	 	http://d-nb.info/gnd/101394996X	Brandt, Adolph Paul	1883	 	Hamburg	 	Kaufmann	 	DifferentiatedPerson
5018	Paul	Brandt	 	http://d-nb.info/gnd/1018269606	Brandt, Kurt Paul Georg	 	 	 	 	Schriftsteller	 	DifferentiatedPerson
5018	Paul	Brandt	 	http://d-nb.info/gnd/101922052X	Brandt, Paul	1880	 	Erfurt	 	 	 	DifferentiatedPerson
5018	Paul	Brandt	 	http://d-nb.info/gnd/106382284	Licht, Hans	1875	1929	 	 	 	 	DifferentiatedPerson
5018	Paul	Brandt	 	http://d-nb.info/gnd/116406771	Brandt, Paul M...	 	 	 	 	 	 	DifferentiatedPerson
5018	Paul	Brandt	 	http://d-nb.info/gnd/116406755	Brandt, Paul	1861	1932	Saarbrücken	 	Philologe | Kunsthistoriker | Pädagoge | Klassischer Philologe | Schulleiter	http://de.wikipedia.org/wiki/Paul_Brandt_%28Philologe%29	DifferentiatedPerson
5018	Paul	Brandt	 	http://d-nb.info/gnd/125269714	Brandt, Paul A.	 	 	 	 	 	 	DifferentiatedPerson
5018	Paul	Brandt	 	http://d-nb.info/gnd/125269722	Brandt, Paul Jürgen	 	 	 	 	 	 	DifferentiatedPerson
5018	Paul	Brandt	 	http://d-nb.info/gnd/135557100	Brandt, Paul von	1650	1697	 	 	General	http://de.wikipedia.org/wiki/Paul_von_Brandt	DifferentiatedPerson
5018	Paul	Brandt	 	http://d-nb.info/gnd/129959669	Brandt, Paul	1882	 	 	 	 	 	DifferentiatedPerson
5024	Edward Phillips	Oppenheim	 	http://d-nb.info/gnd/127868690	Oppenheim, Edward Phillips	1866	1946	Leicester	 	Schriftsteller	http://de.wikipedia.org/wiki/Edward_Phillips_Oppenheim	DifferentiatedPerson
5026	Balder	Olden	 	http://d-nb.info/gnd/118589784	Olden, Balder	1882	1949	Zwickau	Montevideo	Schriftsteller | Kritiker | Redakteur	http://de.wikipedia.org/wiki/Balder_Olden	Pseudonym
5030	Heinrich	Traenker	 	http://d-nb.info/gnd/117723770	Tränker, Heinrich	1886	1956	 	 	Buchhändler | Antiquar	http://de.wikipedia.org/wiki/Heinrich_Tr%C3%A4nker	DifferentiatedPerson
5031	Siegfried	Lipschuetz	 									
5041	Margarete	Neumann, geb. Thalheimer	 									
5054	Hermann	Kesser	 	http://d-nb.info/gnd/116017899	Kesser, Hermann	1880	1952	München	Basel	Schriftsteller | Journalist	http://de.wikipedia.org/wiki/Hermann_Kesser	DifferentiatedPerson
5057	Jacob	Sprey	 									
5070	Eve	Curie	 	http://d-nb.info/gnd/131488910	Curie, Eve	1904	2007	Paris	 	Autorin	http://de.wikipedia.org/wiki/%C3%88ve_Curie	DifferentiatedPerson
5079	Robert Le Roy	Ripley	 	http://d-nb.info/gnd/136165192	Ripley, Robert L.	1890	1949	 	 	Forschungsreisender | Künstler | Zeichner	http://de.wikipedia.org/wiki/Robert_Ripley	DifferentiatedPerson
5094	Matjew	Liebermann	 									
5095	Maurice	Thorez	 	http://d-nb.info/gnd/118757334	Thorez, Maurice	1900	1964	 	 	Politiker	http://de.wikipedia.org/wiki/Maurice_Thorez	DifferentiatedPerson
5097			 									
5099	Alfred Hermann	Fried	 	http://d-nb.info/gnd/116790741	Fried, Alfred Hermann	1864	1921	Wien	Wien	Schriftsteller | Jurist | Politiker	http://de.wikipedia.org/wiki/Alfred_Hermann_Fried	DifferentiatedPerson
5104	Hans	Marchwitza	 	http://d-nb.info/gnd/118577506	Marchwitza, Hans	1890	1965	 	Potsdam	Schriftsteller	http://de.wikipedia.org/wiki/Hans_Marchwitza	DifferentiatedPerson
5105	Alexander	Rubinstein	 	http://d-nb.info/gnd/129964166	Stein, Alexander	1881	1948	 	 	Politiker	http://de.wikipedia.org/wiki/Alexander_Stein	DifferentiatedPerson
5114	Etienne de	La Boëtie	 									
5115	Ludwig gen. Vigo	Stautz	 									
5116	Erwin	Luedersdorf	 									
5117	Milly	Zirker	 	http://d-nb.info/gnd/117006254	Zirker, Milly	1888	1971	 	 	Journalistin | Sekretärin	http://de.wikipedia.org/wiki/Milly_Zirker	DifferentiatedPerson
5135	Walther	Franke-Ruta	 	http://d-nb.info/gnd/116715472	Franke-Ruta, Walther	1890	1958	Leipzig	Basel	Schriftsteller	 	DifferentiatedPerson
5136	Heinrich Peter	Danzebrink	 									
5138	Arthur	Holitscher	 	http://d-nb.info/gnd/118973096	Holitscher, Arthur	1869	1941	Pest <Stadt>	Genf	Schriftsteller | Erzähler | Essayist	http://de.wikipedia.org/wiki/Arthur_Holitscher	DifferentiatedPerson
5145	Wolfgang	Langhoff	 	http://d-nb.info/gnd/118569538	Langhoff, Wolfgang	1901	1966	Berlin	Berlin <Ost>	Schauspieler | Regisseur	http://de.wikipedia.org/wiki/Wolfgang_Langhoff	DifferentiatedPerson
5151		Clément, Frantz, Mondorf, Luxemburg	 									
5160	Max	Winter	 	http://d-nb.info/gnd/118820370	Winter, Max	1870	1937	 	 	Journalist	http://de.wikipedia.org/wiki/Max_Winter	DifferentiatedPerson
5160	Max	Winter	 	http://d-nb.info/gnd/139853677	Winter, Max	1906	 	 	 	Arzt	 	DifferentiatedPerson
5160	Max	Winter	 	http://d-nb.info/gnd/1025838386	Winter, Wilhelm Max	1863	 	Dresden	 	Pädagoge | Oberlehrer	 	DifferentiatedPerson
5160	Max	Winter	 	http://d-nb.info/gnd/137256795	Winter, Max Georg	1869	1924	 	 	Komponist	 	DifferentiatedPerson
5160	Max	Winter	 	http://d-nb.info/gnd/1038073030	Winter, Max	 	 	 	 	Schauspieler	 	DifferentiatedPerson
5164	Jaroslav	Hasek	 	http://d-nb.info/gnd/118546554	Hašek, Jaroslav	1883	1923	Prag	 	Schriftsteller	http://de.wikipedia.org/wiki/Jaroslav_Ha%C5%A1ek	DifferentiatedPerson
5166	Ernst	Lothar	 	http://d-nb.info/gnd/118574523	Lothar, Ernst	1890	1974	Brünn	Wien	Schriftsteller | Theaterkritiker | Theaterintendant | Regisseur | Jurist	http://de.wikipedia.org/wiki/Ernst_Lothar	Pseudonym
5168	Adolf Andreas	Latzko	 	http://d-nb.info/gnd/120739755	Latzko, Andreas	1876	1943	 	 	Schriftsteller | Publizist	http://de.wikipedia.org/wiki/Andreas_Latzko	DifferentiatedPerson
5174	Hermann	Budzislawski	 	http://d-nb.info/gnd/117044369	Budzislawski, Hermann	1901	1978	 	 	Journalist	http://de.wikipedia.org/wiki/Hermann_Budzislawski	DifferentiatedPerson
5176	Hans Erich	Priester	 									
5179	Ernst	Krenek	 	http://d-nb.info/gnd/1017671001	Krenek, Ernst	1866	1945	 	 	 	 	DifferentiatedPerson
5179	Ernst	Krenek	 	http://d-nb.info/gnd/118566636	Krenek, Ernst	1900	1991	Wien	Palm Springs, Calif.	Komponist | Musiker	http://de.wikipedia.org/wiki/Ernst_Krenek	DifferentiatedPerson
5183	Rudolf Julius Israel	Arnheim	 									
5194	Eduard	Bristler	 	http://d-nb.info/gnd/118550179	Herz, John H.	1908	2005	Düsseldorf	Scarsdale, NY	Politologe	http://de.wikipedia.org/wiki/John_H._Herz	Pseudonym
5201	Gustav	Winter	 	http://d-nb.info/gnd/117409499	Winter, Gustav	1846	1922	Znaim	Wien	Archivar | Historiker	 	DifferentiatedPerson
5201	Gustav	Winter	 	http://d-nb.info/gnd/133794482	Winter, Gustav	1882	1936	 	 	 	http://de.wikipedia.org/wiki/Gustav_Winter	DifferentiatedPerson
5210	André (d. i. Emil Herzog)	Maurois	 									
5212	Henri	Schuetz	 	http://d-nb.info/gnd/11861116X	Schütz, Heinrich	1585	1672	Köstritz	Dresden	Komponist | Kapellmeister | Hofkapellmeister	http://de.wikipedia.org/wiki/Heinrich_Sch%C3%BCtz	DifferentiatedPerson
5212	Henri	Schuetz	 	http://d-nb.info/gnd/130853542	Schütz, Andreas Heinrich von	 	 	 	 	Jurist	 	DifferentiatedPerson
5214	Erich	Goldbaum	 									
5226	Robert de	Traz	 									
5245	Victor	Schiff	 	http://d-nb.info/gnd/129441937	Schiff, Victor	1895	1953	 	 	 	http://de.wikipedia.org/wiki/Victor_Schiff	DifferentiatedPerson
5251	Arthur Otto	Thiele	 									
5268	Matthias	Erzberger	 	http://d-nb.info/gnd/11853100X	Erzberger, Matthias	1875	1921	Buttenhausen	Griesbach, Renchtal	Politiker | Volksschullehrer | Redakteur	http://de.wikipedia.org/wiki/Matthias_Erzberger	DifferentiatedPerson
5274	Alexander Moritz	Frey	 	http://d-nb.info/gnd/118693212	Frey, Alexander M.	1881	1957	München	Zürich	Schriftsteller | Journalist	http://de.wikipedia.org/wiki/Alexander_Moritz_Frey	Pseudonym
5277	Richard	Schueller	 	http://d-nb.info/gnd/118937510	Schüller, Richard	1870	1972	Brünn	Georgetown, DC	Politiker	 	DifferentiatedPerson
5282	Edmund	Schaechter	 	http://d-nb.info/gnd/126799695	Schächter, Edmund	 	 	 	 	 	 	DifferentiatedPerson
5286	Erich	Stern	 	http://d-nb.info/gnd/118753606	Stern, Erich	1889	1959	Berlin	Zürich	Psychiater | Psychologe | Pädagoge	http://de.wikipedia.org/wiki/Erich_Stern	DifferentiatedPerson
5286	Erich	Stern	 	http://d-nb.info/gnd/132596334	Stern, Erich	1910	1989	 	Frankfurt am Main	Kaufmann	 	DifferentiatedPerson
5287	Hans, Dr.	Hirschfeld	 									
5296	Martin	Plettl	 	http://d-nb.info/gnd/1026895278	Plettl, Martin	1881	1963	 	 	Gewerkschaftsmitglied | Politiker	 	DifferentiatedPerson
5298	Hermann	Schuetzinger	 	http://d-nb.info/gnd/133756149	Schützinger, Hermann	1888	1962	 	 	Militär | Polizeibeamter | Publizist | Jurist | Ministerialbeamter	 	DifferentiatedPerson
5299	Herbert	Stahl	 	http://d-nb.info/gnd/119500744	Kaufmann, Charlotte	1907	 	 	 	Schriftstellerin	 	DifferentiatedPerson
5299	Herbert	Stahl	 	http://d-nb.info/gnd/101899661	Steel, Johannes	1908	1988	 	 	Journalist	http://de.wikipedia.org/wiki/Johannes_Steel	DifferentiatedPerson
5299	Herbert	Stahl	 	http://d-nb.info/gnd/142361410	Stahl, Herbert	 	 	 	 	Mathematiker	 	DifferentiatedPerson
5299	Herbert	Stahl	 	http://d-nb.info/gnd/140641009	Stahl, Herbert	 	 	 	 	Lehrer | Historiker	 	DifferentiatedPerson
5301	Karl	Hoeltermann	 	http://d-nb.info/gnd/124344046	Höltermann, Karl	1894	1955	 	 	Drucker	http://de.wikipedia.org/wiki/Karl_H%C3%B6ltermann	DifferentiatedPerson
5306	Erich	Kahler	 	http://d-nb.info/gnd/118891634	Kahler, Erich von	1885	1970	Prag	Princeton, NJ	Literaturwissenschaftler | Schriftsteller | Historiker | Kulturphilosoph | Soziologe	http://de.wikipedia.org/wiki/Erich_von_Kahler	DifferentiatedPerson
5310	Artur	Heller	 									
5317	Grete	Weiskopf	 	http://d-nb.info/gnd/119074664	Wedding, Alex	1905	1966	Salzburg	 	 	http://de.wikipedia.org/wiki/Grete_Weiskopf	DifferentiatedPerson
5328	Max	Adler	 	http://d-nb.info/gnd/118500716	Adler, Max	1873	1937	 	 	Soziologe | Politiker | Jurist	http://de.wikipedia.org/wiki/Max_Adler_%28Jurist%29	DifferentiatedPerson
5328	Max	Adler	 	http://d-nb.info/gnd/120256983	Adler, Max K.	1905	1986	 	 	Linguist | Wirtschaftswissenschaftler	 	DifferentiatedPerson
5328	Max	Adler	 	http://d-nb.info/gnd/140278753	Adler, Max	1867	1937	Magdeburg	 	 	http://de.wikipedia.org/wiki/Max_Adler_%28Historiker%29	DifferentiatedPerson
5328	Max	Adler	 	http://d-nb.info/gnd/1026395704	Adler, Maximilian	1884	1944	Budweis	Auschwitz	Klassischer Philologe | Hochschullehrer	http://de.wikipedia.org/wiki/Maximilian_Adler	DifferentiatedPerson
5328	Max	Adler	 	http://d-nb.info/gnd/116008326	Adler, Max	1877	1944	 	 	Schriftsteller | Journalist	 	DifferentiatedPerson
5328	Max	Adler	 	http://d-nb.info/gnd/137247893	Adler, Max	1907	 	 	 	Ingenieur | Maschinenbauingenieur	 	DifferentiatedPerson
5328	Max	Adler	 	http://d-nb.info/gnd/137298633	Adler, Max	1863	1938	 	 	Musiker | Musiklehrer | Dirigent | Geiger	 	DifferentiatedPerson
5328	Max	Adler	 	http://d-nb.info/gnd/1035487586	Adler, Max	1867	 	Döbeln	 	Rechtsanwalt | Schriftsteller | Lyriker	 	DifferentiatedPerson
5329	Robert	Danneberg	 	http://d-nb.info/gnd/118523643	Danneberg, Robert	1885	1942	 	 	 	http://de.wikipedia.org/wiki/Robert_Danneberg	DifferentiatedPerson
5330	Walter	Jacob	 	http://d-nb.info/gnd/119139855	Jacob, Walter	1893	1964	 	Bad Hindelang	Künstler | Maler | Lithograph	 	DifferentiatedPerson
5330	Walter	Jacob	 	http://d-nb.info/gnd/118722964	Jacob, Paul Walter	1905	1977	Duisburg	Schwäbisch Hall	Theaterintendant | Schauspieler	http://de.wikipedia.org/wiki/P._Walter_Jacob	DifferentiatedPerson
5330	Walter	Jacob	 	http://d-nb.info/gnd/1012380394	Jacob, Walter	1887	1949	 	 	 	 	DifferentiatedPerson
5330	Walter	Jacob	 	http://d-nb.info/gnd/126676496	Jacob, Walter Erwin	 	 	 	 	 	 	DifferentiatedPerson
5330	Walter	Jacob	 	http://d-nb.info/gnd/143577700	Jacob, Walter	1912	 	 	 	Physiker	 	DifferentiatedPerson
5330	Walter	Jacob	 	http://d-nb.info/gnd/140647155	Jacob, Walter	1904	 	Riga	 	 	 	DifferentiatedPerson
5330	Walter	Jacob	 	http://d-nb.info/gnd/102993181X	Jacob, Walter	2.7.1896	 	Emmerich-Elten	 	 	 	DifferentiatedPerson
5339	Manuel	Humbert	 	http://d-nb.info/gnd/122757246	Caro, Kurt	1905	1979	 	 	Jurist | Journalist	http://de.wikipedia.org/wiki/Kurt_Caro	DifferentiatedPerson
5357	Pietro	Aretino	 	http://d-nb.info/gnd/118650033	Aretino, Pietro	1492	1556	 	 	Schriftsteller	http://de.wikipedia.org/wiki/Pietro_Aretino	DifferentiatedPerson
5364	Gustaf	Ericsson	 	http://d-nb.info/gnd/123075769	Ericsson, Gustaf	1900	1967	 	 	Schriftsteller	 	DifferentiatedPerson
5365	Kurt	Muenzer	 	http://d-nb.info/gnd/117179183	Münzer, Kurt	1879	1944	 	 	Schriftsteller	http://de.wikipedia.org/wiki/Kurt_M%C3%BCnzer	DifferentiatedPerson
5366	Bernhard	Weiss	 	http://d-nb.info/gnd/117289949	Weiss, Georg Bernhard	1798	1873	 	 	Pfarrer | Konsistorialrat	 	DifferentiatedPerson
5366	Bernhard	Weiss	 	http://d-nb.info/gnd/118891642	Weiss, Johannes	1863	1914	 	 	Evangelischer Theologe	http://de.wikipedia.org/wiki/Johannes_Wei%C3%9F_%28Theologe%29	DifferentiatedPerson
5366	Bernhard	Weiss	 	http://d-nb.info/gnd/119396424	Albinus, Bernhard	1653	1721	 	 	Arzt	http://de.wikipedia.org/wiki/Bernhard_Friedrich_Albinus	DifferentiatedPerson
5366	Bernhard	Weiss	 	http://d-nb.info/gnd/119396432	Albinus, Bernhard Siegfried	1697	1770	 	 	Arzt	http://de.wikipedia.org/wiki/Bernhard_Siegfried_Albinus	DifferentiatedPerson
5366	Bernhard	Weiss	 	http://d-nb.info/gnd/119018195	Weiss, Bernhard	1827	1918	 	 	Evangelischer Theologe	http://de.wikipedia.org/wiki/Bernhard_Wei%C3%9F_%28Theologe%29	DifferentiatedPerson
5366	Bernhard	Weiss	 	http://d-nb.info/gnd/120697971	Weiß, Bernhard	1895	1976	 	 	Künstler	 	DifferentiatedPerson
5366	Bernhard	Weiss	 	http://d-nb.info/gnd/119016648	Weiss, Bernhard	1880	1951	 	 	Jurist	http://de.wikipedia.org/wiki/Bernhard_Wei%C3%9F_%28Jurist%29	DifferentiatedPerson
5366	Bernhard	Weiss	 	http://d-nb.info/gnd/121879038	Weiss, Bernhard	 	 	 	 	Respondent	 	DifferentiatedPerson
5366	Bernhard	Weiss	 	http://d-nb.info/gnd/1016266103	Weiss, Bernhard	 	 	 	 	 	 	DifferentiatedPerson
5366	Bernhard	Weiss	 	http://d-nb.info/gnd/189503769	Weiss, Bernhard	 	 	 	 	 	 	DifferentiatedPerson
5366	Bernhard	Weiss	 	http://d-nb.info/gnd/172885140	Albinus, Bernardus S.	1697	1770	 	 	 	 	DifferentiatedPerson
5366	Bernhard	Weiss	 	http://d-nb.info/gnd/100006426	Albinus, Christianus Bernhardus	1696	1752	 	 	Arzt	http://de.wikipedia.org/wiki/Christian_Bernhard_Albinus	DifferentiatedPerson
5366	Bernhard	Weiss	 	http://d-nb.info/gnd/132784734	Weiß, Bernhard	1807	 	 	 	Arzt	 	DifferentiatedPerson
5366	Bernhard	Weiss	 	http://d-nb.info/gnd/127302042	Weiß, D. Bernhard	 	 	 	 	 	 	DifferentiatedPerson
5366	Bernhard	Weiss	 	http://d-nb.info/gnd/135470757	Weiß, Bernhard	 	 	 	 	Posaunist | Musiker	 	DifferentiatedPerson
5366	Bernhard	Weiss	 	http://d-nb.info/gnd/1033985805	Weiss, Bernhard	 	 	 	 	 	 	DifferentiatedPerson
5369	Karl	Teschitz	 									
5374	Alfred	Ziehm	 									
5375	Eugen	Steinemann	 									
5384	Lisa	Tetzner	 	http://d-nb.info/gnd/118756540	Tetzner, Lisa	1894	1963	Zittau	Carona	Schriftstellerin | Kinderbuchautorin | Jugendbuchautorin	http://de.wikipedia.org/wiki/Lisa_Tetzner	DifferentiatedPerson
5392	Kurt	Moreck	 	http://d-nb.info/gnd/105108626	Haemmerling, Konrad	1888	1957	Köln	Berlin	Schriftsteller	http://de.wikipedia.org/wiki/Konrad_Haemmerling	Pseudonym
5393	Gustav	Noske	 	http://d-nb.info/gnd/118588761	Noske, Gustav	1868	1946	Brandenburg an der Havel	Hannover	Politiker	http://de.wikipedia.org/wiki/Gustav_Noske	DifferentiatedPerson
5406	Siegfried	Thalheimer	 	http://d-nb.info/gnd/11729828X	Thalheimer, Siegfried	1899	1981	Düsseldorf	 	Journalist | Publizist | Zeitungsverleger	http://de.wikipedia.org/wiki/Siegfried_Thalheimer	DifferentiatedPerson
5409	Rudolf	Selke	 									
5410	Eugen	Eppstein	 	http://d-nb.info/gnd/129974277	Eppstein, Eugen	1878	1943	Simmern/Hunsrück	 	 	http://de.wikipedia.org/wiki/Eugen_Eppstein	DifferentiatedPerson
5413	Karl	Radek	 	http://d-nb.info/gnd/118597639	Radek, Karl	1885	1939	 	 	Politiker	http://de.wikipedia.org/wiki/Karl_Radek	DifferentiatedPerson
5415	Friedrich Wilhelm	Foerster	 	http://d-nb.info/gnd/118692038	Foerster, Friedrich Wilhelm	1869	1966	Berlin	Kilchberg <Zürich>	Philosoph | Pädagoge | Soziologe | Journalist | Schriftsteller	http://de.wikipedia.org/wiki/Friedrich_Wilhelm_Foerster	DifferentiatedPerson
5415	Friedrich Wilhelm	Foerster	 	http://d-nb.info/gnd/13219046X	Förster, Friedrich Wilhelm	1643	1707	Erfurt	 	Lehrer | Philologe	 	DifferentiatedPerson
5415	Friedrich Wilhelm	Foerster	 	http://d-nb.info/gnd/138236372	Förster, Friedrich Wilhelm	 	 	 	 	Buchhändler	 	DifferentiatedPerson
5415	Friedrich Wilhelm	Foerster	 	http://d-nb.info/gnd/138456887	Foerster, Friedrich Wilhelm	 	 	 	 	Verleger	 	DifferentiatedPerson
5415	Friedrich Wilhelm	Foerster	 	http://d-nb.info/gnd/103750819X	Förster, Friedrich Wilhelm	 	 	 	 	 	 	DifferentiatedPerson
5418		Hrsg. v. d. Sozialdemokratischen Partei d. Schweiz.	 									
5421	Gustav	Buder	 									
5436	Meta	Kraus-Fessel	 									
5440	Mirjam	Singer	 	http://d-nb.info/gnd/13406514X	Singer, Irma	1898	1989	Prag	 	Schriftstellerin	 	DifferentiatedPerson
5457	Erich	Voegelin	 	http://d-nb.info/gnd/118627368	Voegelin, Eric	1901	1985	 	 	Staatswissenschaftler | Soziologe	http://de.wikipedia.org/wiki/Eric_Voegelin	DifferentiatedPerson
5465	Otto	Friedlaender	 	http://d-nb.info/gnd/116797932	Friedlaender, Otto	1897	1954	Berlin	Stockholm	Schriftsteller	 	Pseudonym
5465	Otto	Friedlaender	 	http://d-nb.info/gnd/125295227	Friedlaender, Otto	1890	 	Potsdam	 	Arzt	 	DifferentiatedPerson
5465	Otto	Friedlaender	 	http://d-nb.info/gnd/123372054	Friedländer, Otto	1889	1963	 	 	 	http://de.wikipedia.org/wiki/Otto_Friedl%C3%A4nder	DifferentiatedPerson
5465	Otto	Friedlaender	 	http://d-nb.info/gnd/1034723200	Friedländer, Otto	1890	1943	 	 	 	 	DifferentiatedPerson
5467	Willi	Reich	 	http://d-nb.info/gnd/120431998	Reich, Willi	1898	1980	Wien	Zürich	Musikschriftsteller | Übersetzer	 	DifferentiatedPerson
5478	Heinrich	Schmitt	 	http://d-nb.info/gnd/118504061	Arnau, Frank	1894	1976	Wien	München	Journalist | Schriftsteller	http://de.wikipedia.org/wiki/Frank_Arnau	DifferentiatedPerson
5478	Heinrich	Schmitt	 	http://d-nb.info/gnd/121077128	Schmitt, Heinrich	1895	1951	 	 	Politiker	http://de.wikipedia.org/wiki/Heinrich_Schmitt	DifferentiatedPerson
